song_name,link,lyrics
City of Chicago,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=73,"in the city of chicago, where the evening shadows fall
there are people dreamin' of the hills of donegal
1847 was the year it all began
deadly pains of hunger drove a million from our land
they journyed not for glory, their mission wasn't greed
a journey for survival across the stromy sea  
some of them knew fortune and some of them knew fame
more of them knew hardship and died upon the plain
the rode throughout the nation, they rode the railroad cars
brought their songs and music, to ease their lonely hearts "
Claire O,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=74,"written for claire the waitress at foster's in ellicottville
oh claire
is that the devil in your hair
i watch you bounding up the stairs
in foster's army you're a troop
claire
to skip and sis you're like a daughter
just don't forget to bring my water
and why's your finger in my soup?
oh claire,
you do the work of 40 men
reciting specials and desserts
for you it's all in your day's work
oh claire.
where'd you get your irish brogue?
'cause everyone here knows...
that you come from buffalo
claire,
is that italian, french or ranch?
you know you took quite a chance
teaching mccarthy how to dance
claire,
is there a meanstreak in your heart?
you gave my face a healthy whallop
but clever you you left no mark
oh claire,
you have the strenght of 40 men
my ear's been ringing long since then
a sound resembling big ben
and claire.
where'd you get your irish brogue?
'cause everyone here knows...
that you come from buffalo"
Clancy Lowered the Boom,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=75," (audience)
oh that clancy
oh that clancy
whenever they got his irish up
clancy lowered the boom
boom  boom boom boom
boom boom boom boom
clancy was a peaceful man
if you know what i mean
the cops picked up the pieces
after clancy left the scene
he never looked for trouble
that's a fact you can assume
but nevertheless
when trouble would press
clancy lowered the boom
clancy left the barbershop
with tonic in his hair
he walked into the pool room
and he met o'reilly there
o'raille says, ""for goodness sake
now do i smell perfume?""
before you could stack
your cue in the rack
clancy lowered the boom  
mulrooney walked into the bar
and ordered up a round
he left his drink to telephone
and clancy drunk it down
mulrooney say's, ""who drunk me drink?
i'll lay him in his tomb!""
before you could pat
the top of your hat
clancy lowered the boom 
o'hallahan delivered ice
to mrs. clancy's flat
he'd always linger for a while
and talk or this and that
one day he kissed her
just as clancy walked into the room
before you could say
the time of the day
clancy lowered the boom  
the neighborhood turned out
for kate o'grady's wedding night
murphy says, ""let's have some fun!
i tink i'll start a fight!""
he wrecked the hall and kissed the bride
and pulverized the groom
before you could fling
your arm in a sling
clancy lowered the boom 
* the are many variations"
Clancy's Wooden Wedding,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=76,"five years ago last sunday night when clancy took a wife
'twas little bridget haley who would stick to him for life
and he gave a wooden wedding the event to celebrate
and he sent out invitations to his friends both small and great
now everyone was supposed to bring a present made of wood
some of the things they brought were bad and some were very good
but everyone who came they did the very best they could
when clancy had a weddin' made of wood
there was all kinds of wood brought to the house that night
hard wood, soft wood and kindling wood delight
there was wood and wooden shavings enough to fill a bed
'twas brought to clancy's house when he was five years wed
now the first one to get there was tim o'hoolihan,
he brought for a present a japanese fan
then came maloney just as neat as a pin
he brought a cradle for to rock the baby in
o'brien brought a sawhorse handsomely engraved
o'toole brought a cord of wood for which he didn't pay
murphy brought the clothespins and ryan brought a broom
and it looked as though a lumberyard exploded in the room
wood that came from china, wood that came from spain
wood from jerusalem across the ragin' main
wood that came from russia sent by the csar
wood that came from ireland enought to build a car
wood that came from england, wood that came from wales
wood that came from scotland, wood that came from jails
they passed around the whiskey and they passed around the ale
and if the glasses wasn't big enough they used a wooden pail
everyone was feelin' good no one was feelin' dry
all around the glory and the glory it was high
someone asked clancy, ""would he sing a song?""
clancy said he would, but his voice was gone
up jumped maloney and he gave a recitation
all about the kind of wood that grew in every nation
""begorra  such a racket i can't keep it mum!""
o'brien called maloney an educated bum
well up jumped maloney and he gave him such a whack
it raised up a hump in the middle of his back
that was the signal and they all began to fight
and the women hollared, ""murder!"" and they said it wasn't right
murphy threw the poker and it hit o'hoolihan
o'brien threw the kettle and he threw the frying pan
patrick lost his false teeth and through the window dove
maloney sat down on a red hot stove
well there was all kinds of wood went flyin' through the air
brady hit o'grady with the round of a chair
murphy took sullivan and threw him on the bed
stabbed him with a clothespin and left him there for dead
police got twenty five and thirty got away
they took then up before the judge the very next day
the judge looked them over as before them they stood
he gave them sixty days in jail...now they're all sawing wood"
Clare Island (Saw Doctors),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=574,"will you meet me on clare island
summer stars are in the sky
we'll get the ferry out from roonagh
and wave all our cares goodbye
and we'll go dancing at the ceili
we'll go kissing on the strand
take our clothes off in the moonlight
skinny-dipping hand in hand
and we'll start drinking in the twilight
keep it up until the dawn
in both the bars
because there's no guards
to take our names and send us home.
will you meet me on clare island
gettin' weary of the city
seems so many things have changed
let's head off for nora dalys home
where she's walked
it never rained
so will you meet me on clare island
and if there's wild and tall white horses
and the swell rolls in the bay
i won't care if the boat can't sail
sure we'll get home
some other day
so will you meet me on clare island."
Clare to Here,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=77,"there's four who share this room
and we work hard for the crack.
sleeping late on sundays
and we never got to mass.
it's a long way from clare to here,
it's a long way from clare to here,
it's a long long way
it gets further by the day
it's a long long way from clare to here.
when friday comes around
eddy''s only into fighting.
my mom would like a letter home
but i'm too tired for writing.  
it almost breaks my heart
when i think of josephine
i told her i'd be coming home
with my pockets full of green. 
the only time i feel alright
is when i'm into drinking.
it can sort of ease the pain of it
and it levels out my thinking.  
i sometimes hear a fiddle play
or maybe it's a notion.
i dream i see white horses dance
upon that other ocean. "
Cliffs of Dooneen,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=78,"you may travel far far from your own native home
far away o'er the mountains, far a-way o'er the foam,
but of all the fine places that i've ever been
sure there's none can compare with the cliffs of doneen.
take a view o'er the mountains, fine sights you'll see there
you'll see the high rocky mountains o'er the west coast of clare
oh the town af kilkee and kilrush can be seen
from the high rocky slopes round the cliffs of doneen.
it's a nice place to be on a fine summer's day
watching all the wild flowers that ne'er do decay
oh the hares and lofty pheasants are plain to be seen
making homes for their young round the cliffs of doneen.
fare thee well to doneen, fare thee well for a while
and to all the kind people i'm leaving behind
to the streams and the meadows where late i have been
and the high rocky slopes round the cliffs of doneen"
Cockles and Mussels  a.k.a. Molly Malone,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=79,"alive alive oh
alive alive ohh
singing cockles and mussels
alive alive ohhh
in dublin's fair city
where the girls are so pretty
i once met a girl named sweet molly malone
and she wheeled her wheel barrow
through the streets broad and narrow
singing cockles and mussels alive alive oh
she was a fish monger
and sure was no wonder
so were her mother and father before
and they wheeled their wheel barrow
through the streets broad and narrow
singing cockles and mussels alive alive oh
she died of a fever
and so one could save her
and that was the end of sweet molly malone
now her ghost wheels her barrow through the streets broad and narrow
singing cockles and mussels alive alive oh
she wheels her wheel barrrow
thought the streets broad and narrow
her barrow is narrow
her hipa are too wide
and whenever she wheels it
the neighborhood feels it
her girdle keeps brushin' the homes on each side
it's not just her fat but,
it's not only that but,
she's cockeyed and musclebound molly malone "
Color of your Smile O,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=80,"angels spinning webs of gold
to make the fine strands of your hair
you feel the twilight shadows grow
but still there's summer in the air
i don't need to turn
the rainbow upsidedown
to catch the color of your smile
you must believe what lies inside
for i knew it all the while
love is carried on the wind
sometimes you feel the air is still
perhaps the strongest message sent
is masked by autumn's lonely chill
you must believe what lies inside
to show the color of your smile
deepest oceans, deepest skies
palates filled with shades of blue
reflect the colors of your eyes
refect the truth of what is you
i don't need to turn
the rainbow upsidedown
to catch the color of your smile
you must believe what lies inside
for i knew it all the while
candles flicker passion's flames
can't be doused in summer rains
my life will never be the same
and that's the beauty of your name
you must believe what lies inside
to show the color of your smile"
Come By the Hills,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=81,"come by the hills to the land where fancy is free
and stand where the peaks meet the sky and the lochs meet the sea
where the rivers run clear and the bracken is gold in the sun
ah, the cares of to-morrow can wait 'til this day is done
oh, come by the hills to the land where life is a song
and sing while the birds fill the air with their joy all day long
where the trees sway in time and even the wind sings in tune
ah, the cares of to-morrow can wait 'til this day is done
come by the hills to the land where legend re-mains
where stories of old fill the heart and may yet come a-gain
where our past has been lost and the future has still to be won
ah, the cares of to-morrow can wait 'til this day is done
repeat verse one"
Come In,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=82,"come in, come in, we'll do the best we can
come in, come in, bring your whole bloody clan
take it nice and easy and we'll take you by the hand
set ye down and treat ye 'dasent' i'm an irish man
i've travelled east i've  travelled west i've rode from town to town
i've picked the harvest up i greet the people up and down
where ever i went the welcome mat was always laid for me
so set ye down and have a glass and sing of ireland's glee  
when i am gone to somewhere's else my mem'ries growing dim
just set ye down and have a glass invite the colleens in
and think about the good old times and you'll remember me
when good old songs were roaring out and porter flowing free"
Come Up the Stairs,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=83,"young molly was handsome and pretty i've washed and  put on me new coat
and off to the mainland a courtin' i went in me small little boat  
come up the stairs, up the stairs,  come up the stairs molly o
come up the stairs, up the stairs, bring something to warm me old bones
well i' hadn't gone more than four furlongs no more than ten minutes afloat
when a big wave came up and capsized us meself and me small rowin' boat
well up came great big sea serpent he was forty long feet now or more
and he'd one look myself and me features and he offered to take to to shore 
""oh where are you goin' in such weather?"" ""i was going courtin' molly,""says i.
""for there's no young ones left on the island so how's a young man to get by?"" 
why don't you and molly get married and then you can both stay at home
for it's better to suffer in marriage than cathin' your death in the cold 
well tonight i will ask her to marry and i'm hopin' that she will agree
for i'd rather be poor and be married than riskin' me life in the sea
come up the stairs, up the stairs,  come up the stairs molly o
come up the stairs come up the stairs, it's yourself can be warmin'me bones"
Come With Me Into The Fields,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=84,tba
Come With Me Over the Mountain,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=419,"one night when the bright moon
was alumined in the sky
when i first took the notion to marry
i put on my hat and away i did high
you might think i was in a great hurry
when i came to a place where i often had been
oh my heart gave a leap when my darlin'
i seen i opened the door
and i bid her good night saying
will you come over the mountain?
oh what a sort of a foot has got into your head
i am glad for to meet you so merry
it's now 12 o'clock when you should be in bed
just speak low or you'll waken me mammy
if you think i am jesting my jesting is true
i have courted 12 month, faith i think
it should do and before i do go i'll be married to you
if you'll come with me over the mountain
if i was to make an elopement with you
it might well be attended with danger
the country would sensure and tattle us
to all my friends would all frown and no wonder
well now just let them sensure and tattle away
consult with yourself for it's very near day
and i don't give a pin what the whole of them say
if once you have over the mountain
now i am resolved now at home for to stay
i think it more fitting and better
then herd you well darlin i must now away
and so that puts an end to the matter
oh stop, stop for a moment till i get my shoes
oh me heart gave a leap when i heard the good news
she ran to the door saying maybe i'll choose
to elope with you over the mountain
by this time the moon had gone down in the west
and the morning star brightly was shining
we both made our way with the greatest of haste
for the wedding our two hearts were pining
and the servent came to us without more delay
sure he married us both on the very same day
and often we chat when we've little to say
of the trip we took over the mountain"
Coming Back To Milltown,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=85,"as i sit and dream in boston, beneath the starry sky
memories keep crowing of the times i was a boy
a barefoot tappy lad was i on the wide, wide streets of home
a carefree lad with friends galore, i was a fool to roam
and now i comin' back to milltown
in a week i will be there
back to the friends i loved so well
in my dear old county clare
i love the friends and neighbors
and i'll drink with all the boys
i long to see the sadness
leave my dear mother's eyes
now my mother she had raised me, on her own since i was three
and it nearly broke her kindly  heart when i sailed across the sea
but i was young in those far off days all i wanted was to roam
i didn't mind the sadness that i caused to those back home  
now in quilty there's a beauty, and her name it is eileen
i know that she'll be waiting, waiting there for me
so no more i'll go a rovin', in milltown i will stay
and i'll wed my dark eyed beauty, right  away  "
Confession,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=450,"a church it was busy with pew after pew
the faithful in mind to me shriven
down on their knees doing laps with their beads
that their sins be absoved and forgiven
and in the confessional father o'rorke
saw humanity stripped to the core
and a word with the boss made the sign of the cross
and admoninshed them, 'go sin no more!'
well after an hour of sin upon sin
and dollops of perfect contrition
the door clicked open and an old man walked in
and assumed the confession position
this old white haired fellow as old as the hills
90 if he was a day
his face wrinkled and creased
he looked up to the priest and said,
'father, i've something to say.'
'i'm a very old man,
i'll be 91 years on the next 14th day of november
&amp; all of my life i've been true to my wife
as far as i seem to remember
then a fit of great madness 3 nites ago
god knows what i thought i was doin'
i slept with 2 teenage lasses at once
and brought them both to conclusion'
then father o'rorke didn't know what to say
but the old man had made an impression
his voice level and calm as he looked at the man
and said, 'when were you last at confession?'
'it's my very 1st time,' the old man replied.
'i've not been to confession before.
i've been a protestant all of my life.
at least till i walked thru that door.'
now father o'rorke was a great deal confused
he said, 'now there's something amiss!
if you've been a protestant all of your life t
hen why are you tellin' me this?'
the old man just beamed
a broad wicked glear
in the darkness his little eyes glistened
'oh father,' he said with a voice full of glee
'i'm tellin' anybody who'll listen!'"
County of Armagh,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=86,"there's one fair county in ireland
with mem'ries so glorious and grand
where nature has lavished its bounty
it's the orchard of erin's green land
i love her cathedrals and cities
once founded by patrick so true
and it holds in the heart of its bossom
the ashes of brian boru
it's my dear irish home, far across the foam
although i've often left her in foreign lands to roam
no matter where i wander in cities near or far
sure my heart belongs in old ireland
in the county of armagh
i've wandered a part of the county
through newtown, forkhill, crossmaglen
around by the gap of mount morris
and back by black water again
where the girls are so gay and so hearty
the finest in erin go bragh
ah but where are the boys who will court them
the boys from the county armagh  "
Courtin' in the Kitchen,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=87,"come single belle and beau unto me pay attention
don't ever fall in love it's the devil's own invention
for once i fell in love with a maiden do bewitchin'
miss henrietta bell down in captain kelly's kitchen
singin' too ra loo ra la
singin' too ra loo ra laddie
singin' too ra loo ra la
singin' too ra loo ra laddie
at the age of seventten i was 'prenticed by a grocer
down on stven's green where miss henry used to go sit
her manners were sublime she set my heart a twitchin'
then she invited me to a hooley in the kitchen  
now sunday being the day we were to have the flare up
i dressed myself quite gay and i frizzed and oiled my hair up
the captain had no wife and he'd gone off a fishin'
so we kicked up high life below stairs in the kitchen 
just as the clock struck six we sat down at the table
she handed cakes and tay and i ate what i was able
i had cakes and punch and tay and me sides they got a stitch in
and the time passed quick away with our courtin in the kitchen 
with my arms around her waist she shyly hinted marriage
when to the door in dreadful haste came captain kelly's carriage
her looks told me full well and they were not bewitchin'
that she's wish i go to hell, or somewhere from that kitchen 
she flew up off my knee a full five feet or higher
and over head and heels through me slap into the fire
my new repealer's coat that i bought from mr. mitchell
and a twenty shilling note went to blazes in the kitchen  
i grieved to see me duds all besmeared with smoke and ashes
when a tub of dirty suds right in me face she dashes
as i lay on the floor the water she kept pitchin'
'till a footman broke the door and came chargin' in the kitchen 
when the captian came downstair though he'd seen me situation
depite all of me prayers of was marched off to the station
for me they's take no bail though to get home i was itchin'
still i had to tell the tale how i wound up in that kitchen  
i said she did invite me but she gave a flat denial
for assult she did indict me and i was sent to trial
she swore i'd robbed the house in spite of all her screechin'
and i got six months hard for my courtin' in the kitchen"
Craic was 90 in the Isle of Man,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=88,"weren't we the rare oul' stock? spent the evenin' gettin' locked
in the ace of hearts where the high stools were engaging,
over the butt bridge, down by the dock
the boat she sailed at five o'clock
""hurry, boys,"" said whack, or before we're there we'll all be back
carry him if you can  the crack was ninety in the isle of man.
before we reached the alexander base; the ding dong we did surely raise
in the bar of the ship we had great sport, as the boat she sailed out of  the port
landed up in the douglas head enquired for a vacant bed.
the dining room we soon got shown by a decent woman up the road.
'lads, ate it if you can, the crack was ninety in the isle of man.
next morning we went for a ramble round; viewed the sights of douglas town
then we went tor a mighty session, in a pub they call dick darby's.
we must have been drunk by half-past three; to sober up we went swimmin' in the sea
back to the digs for the spruce up, and while waitin' for the fry
we all drew up our plan; the crack was ninety in the isle of man.
that night we went to the texas bar; came back down by horse and car.
met big jim and all went in to drink some wine in yate's.
the liverpool judies, it was said, were all to be found in the douglas head
mcshane was there in his suit and shirt, them foreign girls he was tryin' to flirt
sayin' ""here girls, i'm your man,"" the crack was ninety in the isle of man.
whacker fancied his good looks; on an isle of man woman he was struck.
but a liverpool lad was by her side. and he throwin'the jar into her.'
whacker thought he'd take a chance; he asked the quare one out to dance.
around the floor they stepped it out, and to whack it was no bother.
everythin' was goin' to plan; the crack was ninety in the isle of man.
the isle of man woman fancied whack; your man stood there till his mates came back
whack! they all whacked into whack, and whack was whacked out on his back.
the police force arrived as well, banjoed a couple of them as well,
landed up in the douglas jail, until the dublin boat did sail,
deported every man, the crack was ninety in the isle of man."
Crayfish,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=522,"fisherman fisherman standing by the sea
have you a crayfish you would sell to me
yes sir yes sir that indeed i do
i've a nasty smelly crayfish i will sell to you
so i took him home and thought he would like to swim s
o i filled up the chamber pot an threw the bugger in
in the middle of the night i thought i'd have a fit
when my old lade got up to take a shower
well husband husband she cried out to me
the devil's in the chamber pot and he's got a hold of me
well children children bring up the looking glass
and come and see the crayfish that bit your mother's ear
well children children you mother's had a fit
come and see the crayfish that bit your mother's toe
well she yelled and she screamed the noise it shook the walls
and then to get me back she grabbed me by the beard
well she swung and she hit me really cleaned my clock
but i never once fell over cause she grabbed me by the collar
well the crayfish escaped i thought he had the luck
but all this was his fault that nasty little fool
well that's the end my story there is no more to tell
and if you don't like it you can go to france."
Crescent Moon O,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=89,"i'll hang my hat, on the crescent moon
and we'll dance, dance, dance
while the heavens play our tune
upon the stars, i'll count your charms
and we'll dance, dance, dance
till we are snuggling in each others arms
let's dance, and sing
effected by the altitude of our nocturnal fling
it's, a magic thing
and i am growing dizzy knowing what the night will bring
we are high above the rooftops as we dance and twirl
and far below we see the lights upon the world
we'll waltz, and sway
acting out out parts, in our midnight play
you sweep me, away
gliding on the starlight or each newborn moonlight ray
i could only wish the night would last forevermore
as we grow ever closer to heaven's door
let's enjoy, this precious time
having you here with me must be nature's own design
having you, as mine
heaven's intervention, truly was divine
your the only reason in the world that i would say
i wish it could, be night each day
we'll waltz and swing, all night
and create a new sensation amidst the constellations
we don't mind the heights
and then we'll show the nations, our own interpretations
as we're gliding like a feather on the winds that rule above
the world will know that we're in love"
Croppy Boy (the),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=90,"'twas early early all in the spring
the birds did whistle and sweetly sing
changing their notes from tree to tree
and the song they sang was old ireland free
""twas early early all in the night
the yeoman cavalry gave me a freight
the yeoman cavalry was my downfall
and taken was i by lord cornwall
as i went walkin' up wexford hill
oh who would blame me to cry my fill
i looked behind and i looked before
my aged mother i shall see no more
as i went walkin' up wexford street
my own first cousin i chanced to meet
my own first cousin did me betray
and for one bare guinnea sold my life away
as i was mounted on the platform high
my aged father i chanced to spy
my aged father did me deny
and the name he gave was the croppy boy
it's in dungannon where this young man died
and in dungannon where his body lies
so all good people who do pass by
do drop a tear for the croppy boy"
Curragh of Kildare,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=91,"oh the winter it has passed
and the summer's come at last
the small birds are singing in the trees
and their little hearts are glad
ah, but mine is very sad
since my true love is far away from me
and straight i will repair
to the curragh of kildare
for it's there i'll finds tidings of my dear
oh the rose upon the briar
and the clouds that float so high
bring joy to the linnet and the bee
and their little hearts are blessed
but mine can know no rest
since my true love is far away from me   
all you who are in love
aye and cannot it remove
i pity the pain that you endure
for experience lets me know
that your hearts are filled with woe
it's a woe that no mortal can cure   "
Danny Boy a.k.a. Londonderry Aire,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=92,"oh danny boy, the pipes the pipes are calling
from glen to glen  and down the mountain side
the summer's gone and all the flowers dying
it's you it's you must go andi must bide
but come ye back when summer's in the meadow
or when the valley's hushed and white with snow
it's i'll be here in sunshine or in shadow
oh danny boy my danny boy i love you so
and when ye come and all the flowers are dying
if i am dead as dead i well may be
you'll come and find the place where i am lying
and knell and say an ave there for me
and i shall hear tho soft ye tread above me
and all my grave will warmer sweeter be
and if you bend and tell me that you love me
than i shall sleep in peace until you come to me
danny boy is the story of a father who has 4 boys. the eldest 3 have all gone
off to war and been killed. now the youngest, danny all of 16 years old is old enough to go to war himself (the pipes, the pipes of war are calling him). his father knows the odds and realizes that danny too will probably be a casualty. in the event danny lives however, the father knows he's so old and broken hearted at the prospects of losing all his sons that he will die of a broken heart. this is his farewell song to his youngest son."
Days of Yore,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=93,"i wandered in time, till i found myself thinking
of young children playing at the dawning of spring
they sang merry tunes like ""the wind in the willow""
'twas then that i found myself back home again
the days that we spent in a boat with outrfather
too young for to help at a very young age
watching with care as they worked on the water
those mem'ries still linger of warm summer days
and then sunday morning, we'd walk to the chapel
to count up our blessing for all we received
and give thanks to the lord for good heath and well being
in return for our living and what we believed
and when we returned we would join in a session
and enjoy all the tunes and songs that we shared
and our mother would call us to come to the kitchen
to eat at the table that she had prepared
those days are long gone, but the'll ne're be forgotten
those mem'ries still linger and fill me with joy
those days are long gone, but they'll ne're be forgotten
those friends and companions of days long gone by"
Dear Old Donegal,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=94,"shake hands with your uncle mike me boy
and kiss your sister kate
and her's the girl you used to swing down on the garden gate
shake hands with all the neighbors and kiss the colleens all
you're as welcome as the flowers of spring in dear old donegal
it seems like only yesterday i sailed from out of cork
a wanderer from erin's isle i landed in new york
there wasn't a soul to greet me there, a stranger on your shore
but irish luck was with me there and riches came galore
and now i'm going back again to dear old erin's isle
my friends will greet me on the pier and meet me with a smile
there faces sure i've almost forgot,
i've been so long away
my mother will introduce them all and this to me she'll say....
oh, there'll be a party when i come home
they'll come from near and far
they'll line the roads for miles and miles
in irish jaunting cars
the spirits will flow and we'll be gay
and fill your heart with joy
the piper will play an irish reel to greet the yankee boy
we'll dance and sing the night away
a sight you've never seen
the lads all decked in corduroy the colleens wearing green
there'll be thousands there i've never seen
i've been so long away,
my mother will introduce them all and this to me she'll say...."
Devil Went Down to Glasgow,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=546,"the devil went down to glasgow,
he was looking for a jig or reel
he knew a pipers spell could send you to hell
when you hear the bagpipes squeal
when he came across a braw wee lad
squeezing a bag and blowin it hot
and the devil jumped up on a 12 year old...cask
and said, ""braccchhhhchhooocccchhhh""
i guess you didnae knowt
but i'm a piper too
when my pipes get snorin twill stirrr your sporan
and will shrink yer digerido
my name is kevin dano and i may be a ginger
but when i play the pipes im wesley snipes
and i drone like a doberman pincer
heres a game to keep your pipes
thatll be your just       reward--- and then
the loser gets the eternal prize
of playing the accordion
kevins blowin up his bag, hes ready for the bet
you just know when he starts piping, his brow is bathed in sweat
his tighty whities would keep up,  the bet they could sustain
be sure the craic was mighty, it was coming down like rain
instrumental
the devil cursed and closed up his case
his face was cloked in pain
he said hand me that accordion
ill give you lady of spain
youve schooled me with yer pipin
my face is flushed with shame
i canny bring ye doon  to hell
because your sweat would douse the flames
kevin said, ""devil,just come on back
as a piper youre pathetic
you can practice more you sob
but im always diaphoretic"
Dicey Reilly,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=95,"oh poor old dicey reilly, she has taken to the sup
and poor old dicey reilly, she will never give it up
it's off each morning to the pop that she goes in
for another little drop
but the heart of the rowl is dicey reilly
she will walk along fitzgibbon street with an independent air
and then its down by summerhill, and as the people stare
she'll say, ""it's nearly half passed one
time i went in for another little one
but the heart of the rowl is dicey reilly
now at two, pubs close and out she goes as happy as a lark
she'll find a bench to sleep it off at st. patrick's park
she'll wake at five feeling in the pink
and say, ""tis time for another drink
but the heart of the rowl is dicey reilly
now she'll travel far to a dockside bar to have another round
and after one or two or three she doesn't feel quite so sound
after four she's a bit unstable
after five underneath the table
but the heart of the rowl is dicey reilly
oh they carry her home at twelve o'clock as they do every night
bring her inside, put her on the bed and then turn out the light
next morning she'll get out of bed
and look for a cure for her head
but the heart of the rowl is dicey reilly"
Dick Darby,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=96,"oh my name is dick darby i'm a cobbler
i've served up me time at ould camp
some call me an ould agitator
but now i'm resolved to repent
with me ring thing of an ing twing of an eye doh
with me ring thing of an ing twing of an eye day
me roo boo, boo roo boo, boo ran dee
and me lap stone keeps beating away
well me father was hung for sheep stealin'
me mother was burned as a witch
me sister's a dandy houskeeper
and meself is a handy ould switch  
well i've travelled this whole world all over
all with the contents of me pack
me hammers, me aulds and me pinchers
well i carry them all in me sack  
well me wife she is humpy she's lumpy
me wife she's the divil, she's black
and everything i may do with her
her voice it goes ""clickity clack""  
it was early one fine summer's morning
a little before it was day
well i dipped her three times in the river
and i carelessly bade her ""good day""  "
Did Your Mother Come From Ireland?,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=97,"did your mother come from ireland
for there's something in you irish
can you tell me where you got those irish eyes
and before she left killarney
did your mother kiss the blarney
for that little touch of brogue can't be denied
sure i know we'll be romancin'
i can almost feel you dancing
when the kerry pipers play
and i know that we'll be sharin'
in the shamrock you'll be wearin'
on the next st. patrick's day
did your mother come from ireland
for there's something in you irish
and that bit of irish steals my heart away"
Dirty Ould Town,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=98,"i met my love in a gas works croft
dreamed a dream, by the old canal
kissed my girl by the fac'try wall
dirty ould town, dirty ould town
i saw the clouds drift across the moon
cats are crawling, all along the beat
springs a girl to the streets at night
dirty ould town, dirty ould town
i heard a siren, down by the docks
saw a train, set the night on fire
i smelled the spring on a smokey breeze
dirty ould town, dirty ould town
i'm gonna get me, a good sharp ax
shinin' steel tempered in a fire
we'll chop you down, like a dead ould tree
dirty ould town, dirty ould town"
Donald Where's Yer Trousers?,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=99,"i just got in from the isle of skye
i'm not very big and i'm awfully shy
the ladies shout as i go by--
donald where's your trousers.
let the winds blow high,
let the winds blow low,
down the street in my kilt i go
and all the ladies say hello
donald where's your trousers
a lady took me to a ball
and it was slippery in the hall
i was afraid that i would fall
'cause i didn't have on my trousers  
they'd like to wed me everyone
just let them catch me if they can --
you canna put the brakes on a highland man
who doesn't like wearing trousers. 
to wear the kilt is my delight,
it isn't wrong, i know it's right.
the highlanders would get afright
if they saw me in trousers. 
well i caught a cold and me nose was raw
i had no handkerchief at all
so i hiked up my kilt and i gave it a blow,
now you can't do that with trousers. "
Donegal Danny,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=100,"i remember the night that he came in
from the wintery cold and damp
a giant of a man in an oilskin coat
and a bundle that told he was a tramp
he stood at the bar and he called a pint
then turned and gazed at the fire
on a night like this, to be safe and dry
is my one and only desire
so here's to those that are dead and gone
the friends that i loved dear
and here's to you then i'll bid you adieu
sayin' ""donegal danny's been here, me boys""
donegal danny's been here
then in a voice that was hushed and low
he said ""listen, i'll tell you a tale""
how a man of the sea became a man of the road
and never more will set sail
i fished out of howth and killybegs,
ardglass and baltimore
but the cruel sea has beaten me
and i'll end my days on the shore
one fateful night in the wind and the rain
we set sail from killybegs town
there were five of us from sweet donegal
and one from county down
we were fishermen who worked the sea
and never counted the cost
but i never thought 'ere that night was gone
that my fine friends would all be lost
then the storm it broke and broke the boat
with the rocks about ten miles from shore
as we fought the tide, we hoped inside
to see our homes once more
then we struck a rock and holed the bow
and all of us knew that she'd go down
so we jumped right into the icy sea
and prayed to god we wouldn't drown
but the ragin' sea was risin' yet
as we struck out for the land
and she fought with all her cruelty
to claim that gallant band
by saint john's point in the early dawn
i dragged myself on the shore
and i cursed the sea for what she'd done
and vowed to sail her never more
ever since that night i've been on the road
travelin' and trying to forget
that awful night i lost all my friends
i see their faces yet
and often at night when the sea is high
and the rain is tearing at my skin
i hear the cries of drowning men
floating over on the wind"
